Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
112	45	0	1.75494111	-0.413751423	-0.420321915	-0.460862619	-0.400475233	0.0603873861	0.0113234846	0	18.7	0	0	3
113	45	0	1.77061022	-0.41419695	-0.418879553	-0.460862619	-0.400475233	0.0603873861	0.0112669997	0	18.6	0	0	3
114	45	0	1.78627934	-0.415128192	-0.417450352	-0.457611629	-0.400475233	0.057136396	0.0112080889	0	19.6	0	0	3
115	45	0	1.80194846	-0.416113422	-0.416153533	-0.450012804	-0.400475233	0.0495375709	0.0111467235	0	22.5	0	0	3
116	45	0	1.81761758	-0.416931507	-0.415119742	-0.437114317	-0.400475233	0.0366390844	0.0110840651	0	30.2	0	0	3
117	46	0	1.83328669	-0.417232586	-0.414498438	-0.42470871	-0.400475233	0.0242334772	0.0110185544	0	45.4	0	0	3
118	46	0	1.84895581	-0.416845189	-0.41432359	-0.42470871	-0.400475233	0.0242334772	0.0109554699	0	45.2	0	0	3
119	46	0	1.86462493	-0.415913187	-0.414528096	-0.42470871	-0.400475233	0.0242334772	0.0108837807	0	44.9	0	0	3
120	46	0	1.88029404	-0.415006388	-0.414919139	-0.42470871	-0.400475233	0.0242334772	0.0108103291	0	44.6	0	0	3
121	46	0	1.89596316	-0.414664425	-0.415362552	-0.42470871	-0.401613293	0.0230954169	0.0107389406	0	46.4	0	0	3
122	47	0	1.91163228	-0.414929008	-0.415778668	-0.42470871	-0.404231303	0.0204774066	0.01066637	0	52	0	0	3
123	47	0	1.9273014	-0.41550494	-0.416130969	-0.42470871	-0.40820975	0.0164989603	0.0105882244	0	64.1	0	0	3
124	47	0	1.94297051	-0.416067448	-0.416376522	-0.42470871	-0.410211631	0.0144970786	0.0105048677	0	72.4	0	0	3
125	47	0	1.95863963	-0.416362794	-0.416481123	-0.42470871	-0.410211631	0.0144970786	0.0104197087	0	71.8	0	0	3
126	47	0	1.97430875	-0.416149821	-0.416430546	-0.42470871	-0.410211631	0.0144970786	0.0103344793	0	71.2	0	0	3
127	48	0	1.98997786	-0.415563153	-0.416238699	-0.42470871	-0.410211631	0.0144970786	0.0102477304	0	70.6	0	0	3
128	48	0	2.00564698	-0.415065208	-0.415953846	-0.42470871	-0.410211631	0.0136450336	0.0101569679	0	74.4	0	0	3
129	48	0	2.0213161	-0.414915244	-0.4156478	-0.422454244	-0.410211631	0.0122426125	0.0100614142	0	82.1	0	0	3
130	48	0	2.03698521	-0.415148811	-0.415419505	-0.419219309	-0.410211631	0.00900767785	0.00996243999	0	100	0	0	3
131	48	0	2.05265433	-0.415532635	-0.415342271	-0.419219309	-0.410211631	0.00900767785	0.00986191534	0	100	0	0	3
132	49	0	2.06832345	-0.415844686	-0.415415442	-0.419219309	-0.410211631	0.00900767785	0.00976068902	0	100	0	0	3
133	49	0	2.08399257	-0.415852556	-0.415579396	-0.419219309	-0.410211631	0.00900767785	0.00965807815	0	100	0	0	3
134	49	0	2.09966168	-0.415647019	-0.415749252	-0.419219309	-0.411586678	0.00763263117	0.00955264866	0	100	0	0	3
135	49	0	2.1153308	-0.415330855	-0.415866257	-0.419219309	-0.413625105	0.00559420425	0.00944362011	0	100	0	0	3
136	49	0	2.13099992	-0.415118838	-0.415912936	-0.419219309	-0.413751423	0.00546788605	0.00933762013	0	100	0	0	3
137	50	0	2.14666903	-0.415130779	-0.415890067	-0.419219309	-0.413751423	0.00546788605	0.00923452426	0	100	0	0	3
138	50	0	2.16233815	-0.415285242	-0.41581112	-0.419219309	-0.413751423	0.00546788605	0.00913421477	0	100	0	0	3
139	50	0	2.17800727	-0.415409462	-0.415695914	-0.419219309	-0.413751423	0.00546788605	0.00903658019	0	100	0	0	3
140	50	0	2.19367638	-0.415501	-0.415579717	-0.417977095	-0.413751423	0.00422567146	0.00894151495	0	100	0	0	3
141	51	0	2.2093455	-0.415467006	-0.415501276	-0.417232586	-0.413751423	0.00348116301	0.00884891893	0	100	0	0	3
142	51	0	2.22501462	-0.415347287	-0.415478898	-0.417232586	-0.413751423	0.00348116301	0.00875869717	0	100	0	0	3
143	51	0	2.24068374	-0.415237324	-0.415506075	-0.417232586	-0.413751423	0.00348116301	0.0086707595	0	100	0	0	3
144	51	0	2.25635285	-0.415223241	-0.415552069	-0.417232586	-0.41419695	0.00303563663	0.00858502028	0	100	0	0	3
145	51	0	2.27202197	-0.415275975	-0.415585788	-0.417232586	-0.414664425	0.00256816167	0.00850139807	0	100	0	0	3
146	52	0	2.28769109	-0.415380263	-0.415593666	-0.417232586	-0.414664425	0.00215753267	0.00841862605	0	100	0	0	3
147	52	0	2.3033602	-0.415402813	-0.415571459	-0.417232586	-0.414664425	0.00215753267	0.00833510196	0	100	0	0	3
148	52	0	2.31902932	-0.415456502	-0.415525365	-0.417232586	-0.414664425	0.00215753267	0.00824895995	0	100	0	0	3
149	52	0	2.33469844	-0.415552928	-0.415472876	-0.416845189	-0.414664425	0.00215753267	0.00820591179	0	100	0	0	3
150	52	0	2.35036755	-0.415605991	-0.415434151	-0.416362794	-0.414664425	0.00169836957	0.00820591179	0	100	0	0	3
151	53	0	2.36603667	-0.415543074	-0.415422585	-0.416362794	-0.414664425	0.00156198317	0.00820591179	0	100	0	0	3
152	53	0	2.38170579	-0.415567493	-0.415440119	-0.416362794	-0.414664425	0.00113885143	0.00820591179	0	100	0	0	3
153	53	0	2.39737491	-0.415594647	-0.415469189	-0.416362794	-0.414915244	0.00113885143	0.00820591179	0	100	0	0	3
154	53	0	2.41304402	-0.415636094	-0.415491285	-0.416362794	-0.414915244	0.00113885143	0.00820591179	0	100	0	0	3
155	53	0	2.42871314	-0.415678171	-0.415496699	-0.416362794	-0.414915244	0.00113885143	0.00820591179	0	100	0	0	3
156	54	0	2.44438226	-0.41567427	-0.415484412	-0.416362794	-0.414915244	0.00113885143	0.00820591179	0	100	0	0	3
157	54	0	2.46005137	-0.415612157	-0.415460955	-0.416149821	-0.414915244	0.00108827464	0.00820591179	0	100	0	0	3
158	54	0	2.47572049	-0.415602076	-0.415443838	-0.415852556	-0.414915244	0.000896427418	0.00820591179	0	100	0	0	3
159	54	0	2.49138961	-0.415590241	-0.415444684	-0.415852556	-0.414915244	0.000611574576	0.00820591179	0	100	0	0	3
160	54	0	2.50705873	-0.415637572	-0.41546257	-0.415852556	-0.414915244	0.000570665241	0.00820591179	0	100	0	0	3
161	55	0	2.52272784	-0.415651332	-0.415485573	-0.415852556	-0.415118838	0.000570665241	0.00820591179	0	100	0	0	3
162	55	0	2.53839696	-0.415679799	-0.415502167	-0.415852556	-0.415118838	0.000570665241	0.00820591179	0	100	0	0	3
163	55	0	2.55406608	-0.415592109	-0.415504025	-0.415852556	-0.415118838	0.000497494367	0.00820591179	0	100	0	0	3
164	55	0	2.56973519	-0.415439815	-0.415491373	-0.415852556	-0.415118838	0.000490351473	0.00820591179	0	100	0	0	3
165	55	0	2.58540431	-0.415390499	-0.415476934	-0.415679799	-0.415118838	0.000490351473	0.00820591179	0	100	0	0	3
166	56	0	2.60107343	-0.415487624	-0.415471952	-0.415679799	-0.415118838	0.000490351473	0.00820591179	0	100	0	0	3
167	56	0	2.61674254	-0.415517442	-0.415477783	-0.415679799	-0.415118838	0.000490351473	0.00820591179	0	100	0	0	3
168	56	0	2.63241166	-0.415587958	-0.415492443	-0.415679799	-0.415130779	0.000467482502	0.00820591179	0	100	0	0	3
169	56	0	2.64808078	-0.415488092	-0.415503609	-0.415679799	-0.415223241	0.000388535412	0.00820591179	0	100	0	0	3
170	57	0	2.6637499	-0.415409	-0.415507477	-0.415679799	-0.415223241	0.000273329006	0.00820591179	0	100	0	0	3
171	57	0	2.67941901	-0.415416842	-0.415507707	-0.415679799	-0.415223241	0.000171080692	0.00820591179	0	100	0	0	3
172	57	0	2.69508813	-0.415466984	-0.415506644	-0.415679799	-0.415223241	0.000171080692	0.00820591179	0	100	0	0	3
173	57	0	2.71075725	-0.415543921	-0.415509048	-0.415679799	-0.415223241	0.000171080692	0.00820591179	0	100	0	0	3
174	57	0	2.72642636	-0.415654932	-0.415518662	-0.415679799	-0.415223241	0.000171080692	0.00820591179	0	100	0	0	3
175	58	0	2.74209548	-0.415610919	-0.415530337	-0.415679799	-0.415223241	0.000171080692	0.00820591179	0	100	0	0	3
176	58	0	2.7577646	-0.415535729	-0.415540102	-0.415679799	-0.415275975	0.000171080692	0.00820591179	0	100	0	0	3
177	58	0	2.77343371	-0.415465452	-0.415546023	-0.415679799	-0.415380263	0.000171080692	0.00820591179	0	100	0	0	3
178	58	0	2.78910283	-0.415494462	-0.415549592	-0.415679799	-0.415390499	0.000148874136	0.00820591179	0	100	0	0	3
179	58	0	2.80477195	-0.415550074	-0.415554194	-0.415679799	-0.415390499	0.00013160887	0.00820591179	0	100	0	0	3
180	59	0	2.82044107	-0.415683531	-0.415561288	-0.415683531	-0.415390499	0.000138703519	0.00820591179	0	100	0	0	3
181	59	0	2.83611018	-0.415735994	-0.415567009	-0.415735994	-0.415390499	0.000144424315	0.00820591179	0	100	0	0	3
182	59	0	2.8517793	-0.41566617	-0.41556889	-0.415735994	-0.415390499	0.000146304895	0.00820591179	0	100	0	0	3
183	59	0	2.86744842	-0.415609548	-0.415570967	-0.415735994	-0.415390499	0.000130847671	0.00820591179	0	100	0	0	3
184	59	0	2.88311753	-0.415527275	-0.41556971	-0.415735994	-0.415390499	0.000127129542	0.00820591179	0	100	0	0	3
185	60	0	2.89878665	-0.415521801	-0.415567434	-0.415735994	-0.415390499	0.000127129542	0.00820591179	0	100	0	0	3
186	60	0	2.91445577	-0.415681863	-0.415568864	-0.415735994	-0.415390499	0.000127129542	0.00820591179	0	100	0	0	3
187	60	0	2.93012489	-0.415748017	-0.415571047	-0.415748017	-0.415390499	0.000127209268	0.00820591179	0	100	0	0	3
188	60	0	2.945794	-0.415749807	-0.415573407	-0.415749807	-0.415390499	0.00012956979	0.00820591179	0	100	0	0	3
189	60	0	2.96146312	-0.415674807	-0.415575365	-0.415749807	-0.415390499	0.000131527593	0.00820591179	0	100	0	0	3
190	61	0	2.97713224	-0.415608555	-0.415575568	-0.415749807	-0.415390499	0.000130883567	0.00820591179	0	100	0	0	3
191	61	0	2.99280135	-0.415567088	-0.415574844	-0.415749807	-0.415390499	0.00011299719	0.00820591179	0	100	0	0	3
192	61	0	3.00847047	-0.415569012	-0.415572702	-0.415749807	-0.415390499	0.000103615111	0.00820591179	0	100	0	0	3
193	61	0	3.02413959	-0.41561601	-0.415571598	-0.415749807	-0.415390499	0.000103615111	0.00820591179	0	100	0	0	3
194	61	0	3.0398087	-0.415722173	-0.415572922	-0.415749807	-0.415390499	0.000103615111	0.00820591179	0	100	0	0	3
195	62	0	3.05547782	-0.41575573	-0.415578035	-0.41575573	-0.415390499	0.000106082573	0.00820591179	0	100	0	0	3
196	62	0	3.07114694	-0.415709952	-0.415586477	-0.41575573	-0.415390499	0.000114524361	0.00820591179	0	100	0	0	3
197	62	0	3.08681606	-0.415640881	-0.415594301	-0.41575573	-0.415409	0.000122348796	0.00820591179	0	100	0	0	3
198	62	0	3.10248517	-0.415598891	-0.415597778	-0.41575573	-0.415409	0.000119995056	0.00820591179	0	100	0	0	3
199	62	0	3.11815429	-0.415613022	-0.415600765	-0.41575573	-0.415409	0.000108321917	0.00820591179	0	100	0	0	3
200	63	0	3.13382341	-0.415651737	-0.415602758	-0.41575573	-0.415409	9.91489798e-05	0.00820591179	0	100	0	0	3
201	63	0	3.14949252	-0.415659623	-0.415608119	-0.41575573	-0.415409	0.000101474267	0.00820591179	0	100	0	0	3
202	63	0	3.16516164	-0.415725352	-0.415618005	-0.41575573	-0.415416842	0.000111360271	0.00820591179	0	100	0	0	3
203	64	0	3.18083076	-0.415682871	-0.415626318	-0.41575573	-0.415465452	0.00011967368	0.00820591179	0	100	0	0	3
204	64	0	3.19649987	-0.415635341	-0.415631579	-0.41575573	-0.415465452	0.000122531256	0.00820591179	0	100	0	0	3
205	64	0	3.21216899	-0.415651094	-0.415634928	-0.41575573	-0.415465452	0.000116266538	0.00820591179	0	100	0	0	3
206	64	0	3.22783811	-0.415664063	-0.415635214	-0.41575573	-0.415465452	0.000104877061	0.00820591179	0	100	0	0	3
207	64	0	3.24350723	-0.415649157	-0.415636409	-0.41575573	-0.415465452	9.63067659e-05	0.00820591179	0	100	0	0	3
208	65	0	3.25917634	-0.415611053	-0.415638763	-0.41575573	-0.415465452	9.27395239e-05	0.00820591179	0	100	0	0	3
209	65	0	3.27484546	-0.415558109	-0.415641658	-0.41575573	-0.415494462	9.20663261e-05	0.00820591179	0	100	0	0	3
210	65	0	3.29051458	-0.415567225	-0.415643932	-0.41575573	-0.415521801	8.97382389e-05	0.00820591179	0	100	0	0	3
211	65	0	3.30618369	-0.415577091	-0.415644776	-0.41575573	-0.415521801	8.34878748e-05	0.00820591179	0	100	0	0	3
212	65	0	3.32185281	-0.415648936	-0.415643695	-0.41575573	-0.415521801	7.77670792e-05	0.00820591179	0	100	0	0	3
213	66	0	3.33752193	-0.415683453	-0.415642053	-0.41575573	-0.415521801	7.73424372e-05	0.00820591179	0	100	0	0	3
214	66	0	3.35319105	-0.415680382	-0.415642497	-0.41575573	-0.415521801	7.73424372e-05	0.00820591179	0	100	0	0	3
