Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
215	66	0	3.36886016	-0.41564504	-0.415643607	-0.41575573	-0.415521801	7.73424372e-05	0.00820591179	0	100	0	0	3
216	66	0	3.38452928	-0.415559099	-0.415644601	-0.41575573	-0.415521801	7.73424372e-05	0.00820591179	0	100	0	0	3
217	66	0	3.4001984	-0.415493815	-0.415643726	-0.41575573	-0.415493815	7.59121472e-05	0.00820591179	0	100	0	0	3
218	67	0	3.41586751	-0.415571358	-0.415640273	-0.41575573	-0.415493815	7.37294634e-05	0.00820591179	0	100	0	0	3
219	67	0	3.43153663	-0.415684977	-0.415638303	-0.41575573	-0.415493815	7.31785598e-05	0.00820591179	0	100	0	0	3
220	67	0	3.44720575	-0.415790562	-0.415639577	-0.415790562	-0.415493815	7.31785598e-05	0.00820591179	0	100	0	0	3
221	67	0	3.46287486	-0.415779998	-0.415642864	-0.415790562	-0.415493815	7.31785598e-05	0.00820591179	0	100	0	0	3
222	67	0	3.47854398	-0.415710488	-0.415646049	-0.415790562	-0.415493815	7.4451674e-05	0.00820591179	0	100	0	0	3
223	68	0	3.4942131	-0.415600799	-0.415647103	-0.415790562	-0.415493815	7.55051379e-05	0.00820591179	0	100	0	0	3
224	68	0	3.50988222	-0.415536126	-0.415646075	-0.415790562	-0.415493815	7.55051379e-05	0.00820591179	0	100	0	0	3
225	68	0	3.52555133	-0.415521442	-0.41564312	-0.415790562	-0.415493815	7.41809373e-05	0.00820591179	0	100	0	0	3
226	68	0	3.54122045	-0.415621312	-0.415639968	-0.415790562	-0.415493815	6.90677944e-05	0.00820591179	0	100	0	0	3
227	68	0	3.55688957	-0.415653602	-0.415636777	-0.415790562	-0.415493815	6.06260066e-05	0.00820591179	0	100	0	0	3
228	69	0	3.57255868	-0.415664214	-0.415635347	-0.415790562	-0.415493815	5.2801572e-05	0.00820591179	0	100	0	0	3
229	69	0	3.5882278	-0.41563793	-0.415635255	-0.415790562	-0.415493815	4.93244649e-05	0.00820591179	0	100	0	0	3
230	69	0	3.60389692	-0.415596158	-0.41563517	-0.415790562	-0.415493815	4.6337595e-05	0.00820591179	0	100	0	0	3
231	69	0	3.61956603	-0.415591734	-0.415634504	-0.415790562	-0.415493815	4.43445085e-05	0.00820591179	0	100	0	0	3
232	69	0	3.63523515	-0.415601836	-0.415632945	-0.415790562	-0.415493815	3.89841669e-05	0.00820591179	0	100	0	0	3
233	70	0	3.65090427	-0.415629305	-0.415631998	-0.415790562	-0.415493815	2.90981629e-05	0.00820591179	0	100	0	0	3
234	70	0	3.66657339	-0.415711191	-0.415631555	-0.415790562	-0.415493815	2.07847542e-05	0.00820591179	0	100	0	0	3
235	70	0	3.6822425	-0.415669936	-0.415631151	-0.415790562	-0.415493815	1.59520053e-05	0.00820591179	0	100	0	0	3
236	70	0	3.69791162	-0.415602058	-0.415630111	-0.415790562	-0.415493815	1.69920955e-05	0.00820591179	0	100	0	0	3
237	70	0	3.71358074	-0.415578188	-0.415627832	-0.415790562	-0.415493815	1.9270429e-05	0.00820591179	0	100	0	0	3
238	71	0	3.72924985	-0.415566178	-0.415624774	-0.415790562	-0.415493815	2.23293343e-05	0.00820591179	0	100	0	0	3
239	71	0	3.74491897	-0.415604766	-0.415623386	-0.415790562	-0.415493815	2.37165629e-05	0.00820591179	0	100	0	0	3
240	71	0	3.76058809	-0.415685982	-0.415625728	-0.415790562	-0.415493815	2.37165629e-05	0.00820591179	0	100	0	0	3
241	71	0	3.7762572	-0.415691384	-0.415629893	-0.415790562	-0.415493815	2.37165629e-05	0.00820591179	0	100	0	0	3
